	term	in_umls	rank
1898	constructions nouvelles	0	0.0274
1899	exploitation	0	0.0274
1900	locaux	0	0.0274
1901	murs	0	0.0274
1902	secours	0	0.0274
1903	services	0	0.0274
1904	aggravation	1	0.026
1905	hauteur	0	0.026
1906	risques naturels	0	0.026
1907	habitations	0	0.0256
1908	urbanisme	1	0.0256
1909	citernes	0	0.0228
1910	façades	0	0.0228
1911	revêtements	0	0.0228
1912	toiture	0	0.0228
1913	arrêtés	0	0.0206
1914	article	0	0.0206
1915	bassin	1	0.0206
1916	gestion	0	0.0206
1917	mise en sécurité	0	0.0206
1918	objet	0	0.0206
1919	plan de prévention	0	0.0206
1920	ppr	0	0.0206
1921	stationnement	0	0.0206
1922	uvre	0	0.0206
1923	véhicules	0	0.0206
1924	accueil	0	0.0204
1925	août	0	0.0154
1926	décret	0	0.0154
1927	mur	0	0.0154
1928	règles	1	0.0154
1929	titre	0	0.0154
1930	urbanisation	1	0.0154
1931	état	1	0.0154
1932	activité	0	0.0138
1933	arrêté	1	0.0138
1934	délais	0	0.0138
1935	opération	1	0.0138
1936	pression	1	0.0138
1937	ralentissement	0	0.0138
1938	établissements	0	0.0138
1939	direction	1	0.0128
1940	hydrocarbures	1	0.0126
1941	date	0	0.0102
1942	débit	0	0.0102
1943	meilleurs délais	0	0.0102
1944	réservoir	0	0.0102
1945	toitures	0	0.0102
1946	ans	1	0.0078
1947	plantations	0	0.0078
1948	étanchéité	0	0.0078
1949	arrêté préfectoral	0	0.0068
1950	bordure	0	0.0068
1951	enquête	0	0.0068
1952	enquête publique	0	0.0068
1953	environnement	1	0.0068
1954	garantie	0	0.0068
1955	mars	1	0.0068
1956	occupation	0	0.0068
1957	prescription	1	0.0068
1958	publique	0	0.0068
1959	risques naturels prévisibles	0	0.0068
